ID,Canonical Name,Aliases
S01132,Miss. Valley St.,"Miss. Valley State, Mississippi Valley State, Miss Valley, Mississippi Valley St., MS Valley St, Mississippi Valley, Mississippi Val., MVSU, Mississippi Valley S, "
S01133,Mississippi Col.,"Mississippi College, Missisippi College, Mississippi Coll., Mississippi Col, "
S01134,Mississippi St.,"Mississippi State, Mississippi St, Miss State, "
S01135,Mississippi,"Ole Miss, "
S01136,Missouri Baptist,"Mo. Baptist, "
S01137,Kansas City,"Missouri KC, Missouri Kansas City, UMKC, Mo.-Kansas City, "
S01138,Missouri Mines,
S01139,Missouri Southern,"Missouri Southern State, Mo. Southern, Mo Southern, Missouri Southern St, Mo. Southern St., "
S01140,Missouri STL,"Missouri StLouis, Missouri-St. Louis, Missouri-Saint Louis, Mo.-St. Louis, "
S01141,Missouri Val.,"Missouri Valley, "
S01142,Missouri Wesleyan,
S01143,Missouri West. St,"Missouri Western State, Missouri Western, Mo. Western, Mo Western, Missouri Western St., Missouri Western St, "
S01144,Missouri S and T,"Missouri S&T, Missouri-Rolla, Missouri Rolla, UMO-Rolla, Mo.-Rolla, "
S01145,Missouri,
S01146,Mobile,"Mobile (Ala.), "
S01147,Modesto J.C.,"Modesto Junior College, "
S01148,Moffett Field,
S01149,Mohawk,"Mohawk College (Can.), "
S01150,Molloy,
S01151,MonSt-Billings,"Montana State-Billings, Montana St.-Billings, Mont St Billngs, MT St-Billings, Eastern Montana, "
S01152,Monmouth (IL),"Monmouth, Ill., Monmouth (Ill.), Monmouth, IL, Monmouth IL, "
S01153,Monmouth (NJ),"Monmouth-NJ, Monmouth, Monmouth, N.J., "
S01154,Monroe A.C.,
S01155,Montana Mines,
S01156,Montana St.-North,"Montana State-Northern, Montana St.-Northern, Montana St-Northern, Montana Northern, MT St Northern, MSU-Northern, Mont. St.-Northern, Montana St.-Northern (MT), "
S01157,Montana St.,"Montana State, "
S01158,Montana Tech,"MT Tech, Montana Tech MT, "
S01159,Montana Wesleyan,
S01160,Montana,
S01161,Montclair St.,"Montclair St, Montclair State, "
S01162,Montevallo,
S01163,Montezuma,
S01164,Montgomery A.C.,
S01165,Monticello Navy,
S01166,Montreal,
S01167,Montreat,"Montreat College, Montreat Andrsn, Montreat Anderson, Montreat And, "
S01168,Mooney,
S01169,MSU-Moorhead,"Moorhead St., Moorhead St, Moorhead State, Moorhead St., Minn., Minnesota State-Moorhead, Minnesota St.-Moorhead, Minnesota-Moorhead, Minn. St. Moorhead, "
S01170,Moravian,
S01171,Morehead St.,"Morehead St, Morehead State, Morehead St., Ky., "
S01172,Morehouse,
S01173,Morgan St.,"Morgan St, Morgan State, Morgan, Morgan School, "
S01174,Morganton Mutes,
S01175,Morningside,"Morningside College, Morningside Iowa, "
S01176,Morris Brown,
S01177,Morris Field,
S01178,Morris Harvey,
S01179,Morris,"Morris College, "
S01180,Mount Airy Deaf,"Mount Airy Deaf School, "
S01181,Mount Hermon,
S01182,Mount Ida,"Mt Ida, Mount Ida College, "
S01183,Mount Marty,"Mt. Marty, "
S01184,Mount Mercy,"Mount Mercy (IA), Mt. Mercy College, "
S01185,Mount Olive,"Mount Olive College, Mt. Olive, "
S01186,Mount Pleasant,
S01187,Mount Senario,"Mt.Senario, "
S01188,Mount St. Charles,
S01189,Mount St. Clare,"Mount St. Clare (IA), "
S01190,Mount St. Joseph,"Mount St. Joseph's, Mount St Joseph, Mount Saint Joseph, Mt. St. Joseph, "
S01191,Mount St. Mary's,"Mount Saint Mary's, Mouny Saint Mary's (MD), Mt St Marys, Mount St. Mary's, Md., "
S01192,Mount Union,"Mt. Union, MountUnion, "
S01193,Mountain State,"Mountain State (WV), Mountain St, "
S01194,Mt. Aloysius,"Mount Aloysius, "
S01195,Mt. St. Mary NY,"Mount St. Mary (NY), Mt. St. Mary, Mount St. Mary, Mount Saint Mary, "
S01196,Mt. St. Vincent,"Mount St. Vincent, Mount Saint Vincent, "
S01197,Mt. Vernon Nazr.,"Mount Vernon Nazarene, Mt. Vernon Nazarene, Mount Vernon, Mt. Vernon Naz., "
S01198,Muhlenberg,"Mulhenberg, Muhlenburg, "
S01199,Multnomah,"Multnomah Bible, Multnomah University, "
S01200,Municipal Pier,
S01201,Murray St.,"Murray St, Murray State, "
S01202,Muskingum,
S01203,N Dakota Teachers,"North Dakota Teachers, "
S01204,N. Alabama A.C.,"North Alabama A.C., "
S01205,N. Arizona,"Northern AZ, Northrn Arizona, Northrn Ariz, Northern Arizona, Northern Ariz, "
S01206,N. Carolina A&T,"NC A&T, North Carolina A&T, No. Carolina A&T, N.C. A&T, "
S01207,N. Carolina St.,"N Carolina St, NC State, North Carolina St., North Carolina State, No Carolina St, No. Carolina St., N.C. State, North Carolina St, N.C. St., "
S01208,N. Carolina Team,"North Carolina Team, "
S01209,N. Colorado,"Northern Colorado, N Colorado, Northern Colo, "
S01210,N. Dakota St.,"N. Dakota St, North Dakota State, North Dakota St., N Dakota St, "
S01211,N. Denver High,"North Denver High, "
S01212,N. Division High,"North Division High, "
S01213,N. Illinois,"Northern Illinois, No Illinois, Northern Ill, NIU, "
S01214,N. Iowa,"N. Iowa, Northern IA, Northern Iowa, Northrn Iowa, UNI, "
S01215,N. MaineTech,"Northern MaineTech, Northern Maine Tech, Northern Maine CC, "
S01216,N. Michigan,"Northern Michigan, N Michigan, Northern Mich., "
S01217,N. New Mexico,"Northern New Mexico, North. New Mexico, "
S01218,N.C. Central,"North Carolina Central, No. Caro. Central, North Carolina Cent., NoCarolinaCentral, "
S01219,N.Mex.Highlands,"New Mexico Highlands, N. Mex. Highlands, N Mex Highlands, NM Highlands, "
S01220,NATTC,
S01221,NC Medical,"North Carolina Medical, "
S01222,NC Pre-Flight,"North Carolina Pre-Flight, "
S01223,NC Wesleyan,"North Carolina Wesleyan, North Carolina Wesleya, "
S01224,NE Missouri,"Northeast Missouri, Northeast Missouri State, "
S01225,NTAC,
S01226,NW Christian,"Northwest Christian, Northwest Chr, Northwest Chrst., "
S01227,Northwest U.,"Northwest University, Northwest (WA), Northwest, Northwest (Wash.), "
S01228,NW Division High,"Northwest Division High, "
S01229,NW Missouri St.,"NW Missouri St, Northwest Missouri State, Northwest Misssouri State, Northwest Missouri St., NW Missouri State, Northwest Missouri, NW Missouri, Northwest Mo. St., Northwestern Missouri State, "
S01230,NW Nazarene,"Northwest Nazarene, "
S01231,NW Oklahoma,"Northwest Oklahoma, NW Oklahoma State, Northwestern Oklahoma St., Northwestern Oklahoma, Northwest Oklahoma State, Northwestern Oklahoma State, NWOklaState, NW Oklahoma St, Northwestern Okla. St., Northwestern Okla, "
S01232,NY City Tech,"NYC Tech, New York City Tech, New York City Technical College, City Tech, NYIT, "
S01233,NY Naval Militia,"New York Naval Militia, "
S01234,Nashville,
S01235,Nat. Christian,"National Christian, "
S01236,NavalReserve Pier,
S01237,Navy Reserves,
S01238,Navy Transport,
S01239,NavyHospitalCorps,
S01240,Navy,
S01241,Nazareth,
S01242,Nebraska Weslyn,"Nebraska Wesleyan, Neb Wesleyan, NE Wesleyan, "
S01243,Nebraska-Kearney,"Nebraska Kearney, Neb-Kearney, NE Kearney, "
S01244,Nebraska-Omaha,"Nebraska Omaha, Neb-Omaha, NE Omaha, Omaha, "
S01245,Nebraska,
S01246,Needham,
S01247,Neumann,
S01248,Nevada Las Vegas,"Nevada LV, UNLV, Nev Las Vegas, U-N-L-V, Nevada-Las Vegas, "
S01249,Nevada,"Nevada-Reno, "
S01250,New Eng All-Stars,"New England All-Stars, "
S01251,New England Coll,"New England College, N England Col, "
S01252,New England U.,"New England, University of New England, U. of New England, Univ. of New England, U New England, "
S01253,New Hampsh. Tech,"New Hampshire Tech, New Hampshire Technical Institute, "
S01254,New Hampshire,"New Hampshre, UNH, "
S01255,New Haven,
S01256,NJ Inst Tech,"New Jersey Tech, NJ Tech, New Jersey Institute of Technology, N.J. Inst. of Tech., New Jersey Inst. of Technology, New Jersey Inst. of Tech., NJ Inst of Technology, NJ Inst of Techonology, N.J.I.T., "
S01257,New Jersy A.C.,
S01258,New Mexico Mil.,"New Mexico Military, "
S01259,New Mexico St.,"New Mexico State, New Mexico St, New Mex St, "
S01260,New Mexico Tech,
S01261,New Mexico,
S01262,New Orleans Gym,"New Orleans Gym Club, "
S01263,New Orleans,
S01264,New York A.C.,
S01265,New York Law,
S01266,New York State,
S01267,New York Tech,"N.Y. Tech, "
S01268,New York Univ.,"New York University, NYU, New York, "
S01269,College of NJ,"NewJersey-Trenton, Trenton St., Trenton St, Trenton State, New Jersey, College of New Jersey, NJ, The Coll. of, Coll. of New Jersey, TCNJ, "
S01270,Newark A.C.,
S01271,Newberry A.C.,
S01272,Newberry,"Newberry College, "
S01273,Newburyport A.C.,
S01274,Newbury,
S01275,Newman,"Newman Univ, "
S01276,Newport NTS,
S01277,Newport Navy,
S01278,Apprentice,"Newport News, Newport News App., Newport News Apprentice, Apprentice School (VA), Newport News Apprentice School, Apprentice School, The Apprentice School, "
S01279,Newton A.C.,
S01280,Newtowne A.C.,
S01281,Niagara,
S01282,Nicholls St.,"Nicholls St, Nicholls State, Nicholls St., La., Nicholls, "
S01283,Nichols,"Nichols State, Nichols, Mass., "
S01284,Norfolk A.C.,
S01285,Norfolk Blues,
S01286,Norfolk Fire Dept,"Norfolk Fire Department, "
S01287,Norfolk Marines,
S01288,Norfolk Navy Base,
S01289,Norfolk Navy Yard,
S01290,Norfolk Navy,
S01291,Norfolk St.,"Norfolk St, Norfolk State, "
S01292,Norman NAS,
S01293,Norman Park,
S01294,North Alabama,"North Ala., "
S01295,North Carolina,"N.Carolina, No Carolina, "
S01296,North Central,"North Central College, North Central (IL), N Central IL, North Central (Ill.), "
S01297,North Dakota,
S01298,North Florida,"N Florida, "
S01299,North Georgia,"N Georgia, "
S01300,North Greenville,"N Greenville, "
S01301,North Park,"N Park, "
S01302,North Texas,"North Texas St, North Texas State, "
S01303,NorthGeorgia A.C.,
S01304,NortheasternSt OK,"NE Oklahoma, Northeastern Oklahoma, Northeastern Oklahoma State, NE Oklahoma State, Northeastern St., Okla., NEOklaState, Northeastern State, Northeastern St., "
S01305,Northeastern,"Northeastern (MA), Northeastern, Mass., "
S01306,Northern Kentucky,"N Kentucky, Northern Ky., "
S01307,Northern St. (SD),"Northern State, Northern State University, Northern State SD, Northern St, SD, Northern St SD, Northern St., S.D., Northern St., "
S01308,Northland Baptist,"Northland Bap, Northland Baptist Bible, Northland Bapt., Northland Bible, "
S01309,Northland,"Northland (WI), "
S01310,Northland Intl,"Northland International, "
S01311,Northwest. Alumni,"Northwestern Alumni, "
S01312,Northwest. Dental,"Northwestern Dental, "
S01313,Northwestern (IA),"Northwestern, Iowa, Northwestern, IA, Northwestern-IA, Northwestern Iowa, NW Iowa, Northwestern (Iowa), "
S01314,Northwestern (MN),"Northwestern, Minn., Northwestern, MN, NW Minnesota, Northwestern (Min), Northwestern-Saint Paul, Northwestern-St Paul, "
S01315,Northwestern (WI),"Northwestern, Wis., Northwestern, WI, "
S01316,Northwestern,"Northwestern, Ill., Northwestern(IL), Northwestern University (Ill.), "
S01317,Northwood (FL),"Northwood (Fla.), "
S01318,Northwood (MI),"Northwood (Mich.), Northwd, Mich., Northwood, "
S01319,Northwood (TX),"Northwood (Texas), "
S01320,Northwstn St (LA),"NW Louisiana, Northwest St, Northwestern State, Northwestern St., Northwestern St., La., Northwestern Louisiana, Northwestern (LA), "
S01321,Norwich,
S01322,"Notre Dame ""B""",
S01323,N.D. Namur,"Notre Dame de Namur, Notre Dame (CA), Notre Dame (Calif.), Notre Dame (Cal.), "
S01324,Notre Dame (NH),
S01325,Notre Dame (OH),"Notre Dame (Ohio), Notre Dame Colleg of Ohio, Notre Dame College (OH), Notre Dame of Ohio, "
S01326,Notre Dame,"Notre Dame (IN), "
S01327,Nova Southeastern,"Nova SE, Nova Southeast, "
S01328,Nyack College,"Nyack, "
S01329,Oak Ridge,
S01330,Oakland City,"Oakland Cty, Oakland City (Ind.), "
S01331,Oakland,"Oakland, Mich., "
S01332,Oberlin,
S01333,Occidental,
S01334,Oceana NAS,
S01335,Ogden A.C.,
S01336,Ogden High,
S01337,Oglethorpe,
S01338,Ohio Am. Corp.,
S01339,Ohio Dominican,"OH Dominican, "
S01340,Ohio Medical,
S01341,Ohio Northern,
S01342,Ohio St-Lima,"Ohio State-Lima, "
S01343,Ohio St-Newark,"Ohio State-Newark, "
S01344,Ohio St-Mansfield,"Ohio State-Mansfield, "
S01345,Ohio State,"Ohio St., Ohio St, "
S01346,Ohio University,"Ohio, Ohio U, Ohio U., "
S01347,Ohio Valley,
S01348,Ohio Weslyn,"Ohio Wesleyan, "
S01349,Ohio-Chillicothe,"Ohio University - Chillicothe, Ohio Chillcothe, "
S01350,Ohio-Eastern,
S01351,Ohio-Lancaster,
S01352,Ohio-Southern,"Ohio University-Southern, Ohio-Southern Campus, "
S01353,Ohio-Zanesville,"Ohio State-Zanesville, Ohio Univ. Zanesville, "
S01354,Oklahoma Baptist,"OK Baptist, Okla Baptist, "
S01355,Mid-America Chr.,"Mid-America Christian, Mid-American, Mid-American Christian, "
S01356,Oklahoma City,
S01357,Oklahoma Mines,
S01358,Oklahoma St.,"Oklahoma State, Oklahoma St, "
S01359,Oklahoma Teachers,
S01360,Oklahoma Wesleyan,
S01361,Oklahoma,
S01362,Olathe Navy,
S01363,Old Dominion,
S01364,Olivet (MI),"Olivet (Mich.), Olivet MI, Olivet College, Olivet, "
S01365,Olivet Nazarene,"Olivet (IL), Olivet Naz, Olivet Nazarene (IL), "
S01366,Olympic Club,
S01367,Omaha Balloon,
S01368,Omaha LightGuards,
S01369,Onondaga,
S01370,Oral Roberts,
S01371,Orange A.C.,
S01372,Oregon College,
S01373,Oregon St. Alumni,"Oregon State Alumni, "
S01374,Oregon St.,"Oregon State, Oregon St, "
S01375,Oregon Tech,
S01376,Oregon,
S01377,Originals A.C.,
S01378,Ottawa KS,"Ottawa, Kan., Ottawa, Ottawa, Kans.,  Ottawa (Kan.) Braves, "
S01379,Otterbein,
S01380,Ottumwa Pre-Fl,"Ottumwa Pre-Flight, "
S01381,Ouachita,"Ouachita Baptist, "
S01382,Overland Station,
S01383,Ozark Christian,"Ozark Christian College, "
S01384,Ozarks,"U. of the Ozarks, University of the Ozarks, Univ Ozarks, Univ of the Ozarks, Univ. of Ozarks, University of Ozarks, Ozarks (Ark.), School of the Ozarks, "
S01385,PR-Arecibo,"Puerto Rico-Arecibo, "
S01386,American (P.R.),"PR-Bayamon, Puerto Rico-Bayamon, Central Bayamon, Bayamon Central, UPR-Bayamon, Central Bayamon (P.R.), "
S01387,PR-Carolina,"Puerto Rico Carolina, "
S01388,PR-Cayey,"Puerto Rico-Cayey, Puerto Rico de Cayey, "
S01389,PR-Humacao,"Puerto Rico-Humacao, "
S01390,PR-Mayaguez,"Puerto Rico-Maya, Puerto Rico-Mayaguez, "
S01391,PR-Ponce,"Puerto Rico-Ponce, "
S01392,PR-Rio Piedras,"Puerto Rico-Rio Piedras, "
S01393,Pac. Lutheran,"Pacific Lutheran, Pac Lutheran, "
S01394,Pace,
S01395,Pacific (OR),"Pacific (Oregon), Pacific (Ore.), "
S01396,Pacific All-Stars,
S01397,Pacific Fleet,
S01398,Pacific Submarine,"Pacific Submarines, "
S01399,Pacific Union,"PacificUnion, "
S01400,Pacific,"Pacific U., Pacific (CA), University of the Pacific, Pacific (Calif.), "
S01401,Paine College,"Paine, "
S01402,Palm Beach Atl.,"Palm Beach Atlantic, "
S01403,Palmyra,
S01404,Panhandle St.,"Panhandle St, Panhandle State, OK Panhandle St., Oklahoma Panhandle State, Oklahoma Panhandle St., Oklahoma Panhandle, Panhandle St. Oklahoma, Okla Panhandle, "
S01405,Panora,
S01406,Park Field,
S01407,Park,"Park University, Park (Ariz.), "
S01408,Parris I. Marines,"Parris Island Marines, "
S01409,Parsons (Iowa),"Parsons, "
S01410,Pastime A.C.,
S01411,Patten,
S01412,Paul Quinn,
S01413,Paul Smith's,"Paul Smith's College, "
S01414,Payne Field,
S01415,Pearl Harbor,
S01416,Pelham Bay Navy,
S01417,Penn Alumni,"Pennsylvania Alumni, "
S01418,Penn Reserves,"Pennsylvania Reserves, "
S01419,PSU-Altoona,"Penn St.-Altoona, Penn State-Altoona, "
S01420,PSU-Behrend,"Penn St.-Behrend, Penn State-Behrend, "
S01421,PSU-Harrisburg,"Penn St.-Harrisburg, Penn State-Harrisburg, "
S01422,PSU-Hazleton,"PSU-Hazelton, Penn St.-Hazelton, Penn State-Hazelton, Penn State-Hazleton, Penn St. Hazleton, "
S01423,PSU-Schuykill,"Penn St.-Schuykill, Penn State-Schuykill, Penn State-Schuylkill, Penn St.-Schuylkill, "
S01424,PSU-Scranton,"Scranton, Penn St.-Scranton, Penn State Scranton, "
S01425,PSU-Wilkes,"PSU-Wilkes Barre, Penn St.-Wilkes-Barre, Penn State-Wilkes, Penn State-Wilkes Barre, "
S01426,PSU-Lehigh,"Penn St.-Lehigh Valley, Penn State-Lehigh Valley, PSU-Lehigh Valley, Penn St.-Lehigh Val., "
S01427,PSU-Mont Alto,"Penn State-Mont Alto, "
S01428,Penn State,"Penn St., Penn St, Penn. State, Pennsylvania State, "
S01429,Penn. Military,"Pennsylvania Military, Penn. Military College, "
S01430,Pennsylvania,"Penn, "
S01431,Pensacola A.C.,
S01432,Pensacola Navy,"Pensacola NAS, "
S01433,Pepperdine,
S01434,Peru St.,"Peru St, Peru State, "
S01435,Pfeiffer,
S01436,Phil. Naval Yard,"Philadelphia Naval Yard, "
S01437,Philad. All-Stars,"Philadelphia All-Stars, "
S01438,Philad. Bible,"Philadelphia Bible, Phil Bible, Philadelphia Biblical, "
S01439,Philadelphia A.C.,
S01440,Philadelphia YMCA,"Phialdelphia YMCA, "
S01441,Jefferson,"T. Jefferson, Thomas Jefferson, Philadelphia, Philadelphia U., Philadelphia Textile, Philadelphia University, "
S01442,Philander Smith,"Philander Smith College, "
S01443,Phillips,
S01444,Phoenix All-Stars,
S01445,Physicians & Surg,"Physicians & Surgeons, "
S01446,Piedmont,
S01447,Pikeville,"Pikeville College, Pikeville KY, "
S01448,Pitt-Bradford,"Pittsburgh Bradford, "
S01449,Pitt-Greensburg,"Pittsburgh-Greensburg, "
S01450,Pitt-Johnstown,"Pittsburgh-Johnstown, Pitts.-Johnstown, "
S01451,Pittsburg St.,"Pittsburg St, Pittsburg State, Pittsburgh State, Pittsburgh St, "
S01452,Pittsburgh A.C.,
S01453,Pittsburgh Lyceum,
S01454,Pittsburgh,
S01455,Pittsfield A.C.,
S01456,Pleasanton Navy,
S01457,Plymouth St.,"Plymouth St, Plymouth State, "
S01458,Pocatello Marines,
S01459,Point Loma Nazar.,"Point Loma Nazarene, Point Loma, Loma Point Nazarene, Pt. Loma Nazarene, "
S01460,Point Park,"Point Park (PA), "
S01461,Polytechnic,"N.Y. Poly, Polytechnic NY, NYU Poly, Suny Poly, "
S01462,Pomona Ord. Base,"Pomona Ordinance Base, "
S01463,Pomona-Pitzer,
S01464,Pomona,
S01465,Port Royal,
S01466,Porter Military,
S01467,Porter,
S01468,Portland St.,"Portland State, Portland St, "
S01469,Portland,
S01470,Portsmouth Fleet,
S01471,Post Field,
S01472,Practical Bible,"Practical Bible College, "
S01473,Prairie A.C.,
S01474,Prairie View,"Prairie View A&M, "
S01475,Presbyterian,"Prebyterian, Presbterian, Presbyterian College, "
S01476,Presentation,"Presentation College, Presentation (SD), "
S01477,Presidio San Fran,"Presidio of San Francisco, "
S01478,Princeton Alumni,
S01479,PrincetonReserves,
S01480,PrincetonSeminary,
S01481,Princeton,
S01482,Principia,
S01483,Providence,
S01484,Pueblo High,
S01485,Pueblo YMCA,
S01486,Puget Sound,
S01487,Puget Sound Chr.,"Puget Sound Christian, "
S01488,Purdue Alumni,
S01489,Purdue Northwest,"Purdue-Calumet, PUrdue Northwest (Ind.), "
S01490,Purdue-NorthCent,"Purdue-North Central, Purdue North Central, Purdue N. Central, "
S01491,Purdue,
S01492,Quantico Marines,
S01493,Queens (NC),"Queens (N.C), Queens, "
S01494,Queens (NY),
S01495,Quincy,"Quincy (IL), "
S01496,Quinnipiac,
S01497,Radford,
S01498,Radio School,
S01499,Ramapo,
S01500,Randolph Field,
S01501,Randolph-Macon,"Randolph Mcn, R Macon Woman's, "
S01502,Ream Field,
S01503,Redlands,
S01504,Regis,"Regis University, Regis (Colo.), Regis Col, Regis CO, "
S01505,Reina Mercedes,
S01506,Reinhardt,"Reinhardt College, Reinhardt Ga, "
S01507,Reliance A.C.,
S01508,Rensselaer,"Rensselaer Poly., RPI, "
S01509,Rhema Bible,"Rhema, Rhema College (OK), "
S01510,Rhode Island Coll,"Rhode Island College, RI College, "
S01511,Rhode Island,
S01512,Rhodes (TN),"Rhodes College, Rhodes, "
S01513,Rice,
S01514,Stockton,"Richard Stockton, R Stockton, "
S01515,Richmond Blues,
S01516,Richmond Field,
S01517,Richmond,
S01518,Rider,
S01519,Ridgefield F.C.,
S01520,Rio Grande,"Rio Grande (OH), "
S01521,Ripon,
S01522,Riverside,"UC Riverside, Cal.-Riverside, California-Riverside, California Riverside, "
S01523,Rivier,
S01524,Roanoke,
S01525,Robert Morris IL,"Robert Morris (IL), Robert Morris (Ill.), Robert Morris-Springfield, Rob Morris IL, R Morris Chic, Robert Morris-Chicago, Robt. Morris-Springfield, Robert Morris-S'fiel, Robert Morris IL Spr, Robt. Morris-Peoria, "
S01526,Robert Morris PA,"Robert Morris (PA), Robert Morris, "
S01527,Roberts Wesleyan,"Roberts Wslyn, Robert Wesleyan, "
S01528,Rochester (MI),"Rochester College, Rochester (Mich.), Rochester Coll (MI), "
S01529,Rochester (NY),"University of Rochester, Rochester, "
S01530,Rochester Tech,"Roch Inst Tech, RIT, Rochester Institute of Technology, "
S01531,Rockford High,
S01532,Rockford YMCA,
S01533,Rockford,"Rockford College, "
S01534,Rockhurst,
S01535,Rockville High,
S01536,Rocky Mountain,"Rocky Mtn, Rocky Mountain MT, "
S01537,Roger Williams,
S01538,Rollins,"Rollins (FL), Rollins College, "
S01539,Rooks,
S01540,Rook,
S01541,Rose-Hulman,"Rose-Hulman Inst., "
S01542,Rowan,
S01543,Rush Medical,
S01544,Rusk,
S01545,Rust,"Rust (Miss.), "
S01546,Rutgers-Camden,
S01547,Rutgers-Newark,
S01548,Rutgers,"Rutgers-New Brunswick, "
S01549,S. Arkansas,"Southern Arkansas, S Arkansas, So Arkansas, Southern Ark., "
S01550,S. Carolina St.,"S. Carolina St, SC State, South Carolina State, So. Carolina St., S.C. State, South Carolina St., S.C. St., "
S01551,S. Connecticut,"So Conn St, Southern Connecticut, Southern Connecticut State, Southern Conn., S Connecticut, SouthernConnSt, Southern Conn. State, Southern Connecticut St, "
S01552,S. Dakota Mines,"South Dakota School of Mines, S. Dakota Tech, South Dakota Tech, S Dakota Tech, South Dakota Mines, South Dak. Tech, SD School of Mines, South Dakota School of, "
S01553,S. Dakota St.,"S. Dakota St, South Dakota State, South Dakota St., S Dakota St, "
S01554,S. Illinois,"Southern IL, Southern Ill, Southern Illinois, SIU, "
S01555,S. Military Acad.,"Southern Military Academy, "
S01556,S. Oregon,"Southern Oregon, Southern Ore., "
S01557,S. Plains Field,"South Plains Field, "
S01558,S. Utah,"Southrn Utah, Southern Utah, "
S01559,S.B. Howard Park,
S01560,SC Aiken,"South Carolina Aiken, USC Aiken, "
S01561,SC Upstate,"SC Spartanburg, South Carolina Spartanburg, South Carolina Upstate, USC Upstate, Upstate, South Carolina Upsta, S Car Upstate, "
S01562,SE Louisiana,"Southeastern Louisiana, Southeast Louisiana, Southeastern La., Southeastern Louisia, "
S01563,SE Missouri,"SE MO State, Southeast Missouri State, SE Missouri State, SE Missouri St., Southeast Missouri St., Southeast Missouri, Southeast Missouri S, Southeast Mo St, "
S01564,SE Oklahoma,"Southeastern Oklahoma State, Southeast Oklahoma, Southeastern Okla St, SEOklaSt, Southeastern Oklahoma, SE Oklahoma State, SE Oklahoma St., SOUTHEASTERN OKLAHOMA ST., Southeastern Okla, "
S01565,SIU Carbondale,"Southern Illinois-Carbondale, "
S01566,SIU Edwardsville,"SIU Edwardsvl, Southern Illinois U. Edwardsville, Southern Illinois-Edwardsville, SUI-Edwardsville, SIUE, Edwardsville, "
S01567,SMTS,
S01568,SMU Freshman,"Southern Methodist Freshman, "
S01569,SUNY Maritime,"SUNY-Maritime, New York Maritime, N.Y. Maritime, Maritime (N.Y.), "
S01570,SUNY Westbury,"SUNY Old Westbury, SUNY-Old Westbury, Old Westbury, "
S01571,SUNY-Geneseo,"Geneseo, Geneseo State, Geneseo St, "
S01572,SUNY-New Paltz,"New Paltz, New Paltz State, "
S01573,SUNY-Oneonta,"Oneonta, Oneonta State, "
S01574,SUNY-Oswego,"Oswego, Oswego State, Oswego St, "
S01575,SUNY-Plattsburgh,"Plattsburgh, Plattsburgh State, Plattsburgh St, "
S01576,SUNY-Potsdam,"Potsdam, Potsdam State, "
S01577,SUNY-Purchase,"Purchase, Purchase State, Purchase St., "
S01578,SUNYIT,"SUNY-Utica/Rome, Utica/Rome, Utica/Rome Tech, Utica Tech, SUNY Institute of Technology, "
S01579,SW Adventist,"Southwest Adventist, Southwestern Adventist, Southwestern Adventist Univ., "
S01580,Nelson TX,"Nelson (Texas), Nelson, SW Assemb God, SW Assem Of God, Southwestern Assemblies of God, SW Assemblies God, Southwestern Assemblies, SW Assemblies of God, Southwest Assemblies of God, SW Assembly of God, SW Assys. of God, S'western Assemblies, Nelson U, "
S01581,SW Christian,"Southwestern Christian, Southwestern College of Christian Ministries, Southwest Christian, Southwestern College, "
S01582,Missouri St.,"SW Missouri St., SW Missouri St, SW Missouri State, SW MO State, SW Missouri, Southwest Missouri State, Southwest Missouri St., SMS, Missouri State, "
S01583,SW Oklahoma St.,"Southwestern Oklahoma State, Southwestern Oklahoma St., SWOklaSt, Southwestern Okla. St., Southwestern Oklahoma, SW Oklahoma State, SW Oklahoma, Southwestern Okla., "
S01584,Texas State,"SW Texas St., SW Texas State, Southwest Texas State, Southwest Texas St., Southwest Texas, Texas St., Texas State University, Texas St Univ, Texas State-San Marcos, Texas St-San Marcos, "
S01585,Sacaton Indians,
S01586,Sacramento St.,"Sacramento State, Cal State-Sacramento, CS-Sacramnto, CS Sacramento, CSU-Sacramento, Sacremento State, Cal St. Sacramento, "
S01587,Sacred Heart (PR),"Sacred Heart (Puerto Rico), Sacred Heart (P.R.), "
S01588,Sacred Heart,"Sacred Ht, "
S01589,Saginaw Val. St.,"Saginaw Val. St, Saginaw Valley State, Saginaw Valley St., Saginaw Valley, Saginaw Val St, Saginaw Val, "
S01590,Saint Louis,"St. Louis, "
S01591,Salem Intl.,"Salem International, Salem-Teikyo, Salem WV, Salem, "
S01592,Salem State,"Salem MA, "
S01593,Salisbury,"Salisbury St., Salisbury St, Salisbury State, "
S01594,Salt Lake Field,
S01595,Salt Lake High,
S01596,Salt Lake YMCA,
S01597,Salve Regina,
S01598,Sam Houston St.,"Sam Houston State, Sam Houston, "
S01599,Samford,
S01600,Sampson NTS,
S01601,San Diego Marines,
S01602,San Diego Navy,
S01603,San Diego St.,"San Diego State, San Diego St, SDSU, "
S01604,San Diego,"San Diego, U. of, "
S01605,San Fran Clippers,"San Francisco Clippers, "
S01606,San Francisco St.,"San Francisco St, San Francisco State, San Fran. St., S Francisco St, "
S01607,San Francisco,
S01608,San Jose Christ.,"San Jose Christian, San Jose Chr, "
S01609,San Jose St.,"San Jose State, San Jose St, San Jos̩ St, "
S01610,San Pedro AC,
S01611,San Pedro Navy,
S01612,SanDiego AllStars,"San Diego All-Stars, "
S01613,Santa Ana Field,
S01614,Santa Clara,
