ID,Canonical Name,Aliases
S00001,10th Dist. A.C.,"10th District A.C., "
S00002,111th Ambulance,
S00003,11th Cavalry,
S00004,1st Infantry,
S00005,1stTexasArtillery,
S00006,20th Infantry,
S00007,260th Coast Artil,"260th Coast Artillery, "
S00008,2nd TX 132nd Inf,"2nd Texas 132nd Infantry, "
S00009,362nd Infantry,
S00010,3rd Army Corps,
S00011,5th Division,
S00012,63rd Infantry,
S00013,9th Amry Corps,
S00014,AL Huntsville,"AL Hunstville, Alabama Huntsville, UAH, "
S00015,AL Presbyterian,"Alabama Presbyterian, "
S00016,AU Puerto Rico,
S00017,Abilene Christian,"Abeline Christian, Albilene Christian, Abilene Ch, Abilene Chr, "
S00018,Abilene Field,
S00019,Academy of Art,
S00020,Active Football,"Active Football Club, "
S00021,Adams St.,"Adams St, Adams State, "
S00022,Adelbert,
S00023,Adelphi,
S00024,Adrian,
S00025,Afghanistan,"Afghanistan National Team, "
S00026,Air Force,
S00027,Akron-Wayne,"Akron-Wayne College, "
S00028,Akron,
S00029,UAB,"Ala.-Birmingham, Al Birmingham, Ala Birmingham, Alabama-Birm, Alabama-Birmingham, Alabama-Birm., "
S00030,Alabama A&M,
S00031,Alabama Medical,
S00032,Alabama Southern,
S00033,Alabama St.,"Alabama St, Alabama State, "
S00034,Alabama,
S00035,Alameda Coast Grd,"Alameda Coast Guard, "
S00036,Alameda NAS,
S00037,Alaska Anchorage,"Ala Anchorage, AK Anchorage, Alas. Anchorage, "
S00038,Alaska,"Alaska Fairbanks, Ala Fairbanks, AK Fairbanks, "
S00039,Albany (NY),"Albany, N.Y., Albany (NY), Albany, Albany, NY, Albany NY, SUNY-Albany, UAlbany, "
S00040,Albany Pharmacy,"Albany College of Pharmacy, "
S00041,Albany State (GA),"Alanym, Ga., Albany St., Albany State, Albany, GA, Albany GA, Albany St., Ga., Albany-Georgia, Albany St, "
S00042,Albertson,
S00043,Albertus Magnus,"Albertus, "
S00044,Albion,
S00045,Albright,
S00046,Albuquerque Field,
S00047,Alcorn State,"Alcorn St, Alcorn, "
S00048,Alderson-Broaddus,"Ald-Broaddus, "
S00049,Alfred U,"Alfred, "
S00050,Alfred State,"Alfred St, "
S00051,Alice Lloyd,"Alice Lloyd (Ky.), Alice Lloyd College, "
S00052,Allegheny,
S00053,Allen,"Allen University, "
S00054,Alliance,
S00055,Alma,"Alma College, "
S00056,Altoona A.C.,
S00057,Alvernia,
S00058,Amarillo Field,
S00059,American Intl.,"American Intl, American Int'l, American International, American Int'l., AIC, "
S00060,American Legion,
S00061,American Medical,
S00062,American,"American Univ, American University, American U., "
S00063,Amherst YMCA,
S00064,Amherst,
S00065,Anaconda Anodes,
S00066,Anderson (IN),"Anderson, Ind., "
S00067,Anderson (SC),"Anderson, S.C., Anderson College, Anderson College (SC), Anderson, "
S00068,Andover,
S00069,Angelo St.,"Angelo St, Angelo State, "
S00070,Anna Maria,
S00071,Appalach. Bible,"Appalachian Bible, "
S00072,Appalachian St.,"Apalachian St, Appalachian State, Appalachian St, Appalachian, Appalachain State, App State, "
S00073,Aquinas (MI),"Aquinas, "
S00074,Arcadia,"Beaver, "
S00075,Arizona All-Stars,
S00076,Arizona St.,"Arizona State, Arizona St, "
S00077,Arizona,
S00078,Ark Monticello,"Ark.-Monticello, Arkansas-Monticello, Ark-Monticello, Ark-Monticllo, Arkansas Monticello, Arkansas-Montcello, "
S00079,Ark Pine Bluff,"Ark.-Pine Bluff, Ark-Pne Bluf, Arkansas-Pine Bluff, Arkansas Pine-Bluff, Pine Bluff, "
S00080,Arkansas A&M,
S00081,Arkansas Baptist,"Ark Baptist, "
S00082,Arkansas FS,"Arkansas Fort Smith, Ark.-Fort Smith, UA Fort Smith, "
S00083,Little Rock,"Arkansas LR, Arkansas Little Rock, Ark-Little Rock, Arkansas Ltl Rock, UALR, "
S00084,Arkansas St.,"Arkansas St, Arkansas State, "
S00085,Arkansas Tech,"Arkasas Tech, "
S00086,Arkansas,
S00087,Armour,
S00088,Armstrong Atl,"ArmstrongAtlantic, Armstrong Atlantic State, Armstrong Atlantic St., Armstrong Atlantic, Armstrong St., Armstrong State, "
S00089,Army Ambulance,"Army Ambulance Corps, "
S00090,Army,"Army West Point, "
S00091,Asbury,"Asbury (KY), Asbury College, "
S00092,Ashland,
S00093,Assumption,
S00094,Athens A.C.,
S00095,Athens State,"Athens St., Athens State University, "
S00096,Athens,
S00097,ATL Chr.,"Atlanta Christian, Atlanta Chr, "
S00098,ATL Chr. Col.,"Atlanta Christian College, Atlanta College, "
S00099,Atlantic City NAS,
S00100,Atlantic Union,"Atlantic Union (MA), "
S00101,Atlantic Chr.,"AtlanticChristian, "
S00102,Auburn Montgomery,"Aub.-Montgomery, "
S00103,Auburn,
S00104,Augsburg,
S00105,Augusta,"Georgia Regents, Augusta State, Augusta St., GRU Augusta, "
S00106,Augustana (IL),"Augustana,Ill., Augustana (Ill.), Augustana, IL, Augustana IL, Augustana, Ill., Augustana College, "
S00107,Augustana (SD),"Augustana,S.D., Augustana, Augustana, SD, Augustana SD, Augustana, S.D., "
S00108,Aurora,
S00109,Austin Col.,"Austin College, Austin, Austin Col, "
S00110,Austin Peay,"Austin Peay State, Austin Peay State University, "
S00111,Averett College,"Averett, "
S00112,Avila,"Avila (MO), "
S00113,Azusa Pacific,"Azuza Pacific, "
S00114,BYU Hawaii,"Brigham Young-Hawaii, "
S00115,Babson,
S00116,Bacone,
S00117,Bailey Military,
S00118,Bainbridge NTS,
S00119,Baker,"Baker KS, Baker Wildcats, "
S00120,Balboa NTS,
S00121,Baldwin-Wallace,
S00122,Ball St.,"Ball State, Ball St, "
S00123,Ballard Meteors,
S00124,Baltimore A.C.,
S00125,Baltimore,
S00126,Clarks Summit,"Summit, Bap Bible PA, Baptist Bible, "
S00127,Bap Bible MO,"Bible Baptist, Baptist Bible (Mo.), "
S00128,Baptist Christian,
S00129,Barat,"Barat College, "
S00130,Barber-Scotia,
S00131,Bard,
S00132,Barksdale Field,
S00133,Barron Field,
S00134,Barry,
S00135,Bartlesville Wsln,"Bartlesville Wesleyan, "
S00136,Barton,"Barton College, "
S00137,Baruch,
S00138,Bates,
S00139,Baylor,
S00140,Beaumont Hospital,
S00141,Becker,
S00142,Belhaven,"Belhaven MS, Belhaven College, "
S00143,Bellarmine,"Bellarmine Univeristy, "
S00144,BellefonteAcademy,
S00145,Bellevue,"Bellevue (NE), Bellevue (Neb.), "
S00146,Belmont Abbey,
S00147,Belmont,"Belmont A.C., "
S00148,Beloit High,
S00149,Beloit,
S00150,Bemidji St.,"Bemidji St, Bemidji State, "
S00151,Benedictine (KS),"Benedictine,Kan., Benedictine (KAN), Benedictine KS, Benedictine, Kans., "
S00152,Benedict,"Benedict College, Benedict (SC), "
S00153,Bennett Medical,
S00154,Bentley,"Bentley College, Bentley (MA), "
S00155,Berea,"Berea (Ky.), Berea College, "
S00156,Berg Field,
S00157,Bergstrom Field,
S00158,Berkeley A.C.,
S00159,Berkeley College,"Berkeley (NY), Berkeley, Berkley, Berkekey College, NY, Berkeley College, NJ, Berkeley College (NY), Berkeley (N.J.), "
S00160,Berry College,"Berry, "
S00161,"Bethany, Cal.","Bethany (CA), Bethany (Calif.), "
S00162,Bethany (KS),"Bethany, Kan., Bethany (Kansas), Bethany KS, Bethany, Kans., "
S00163,"Bethany,W.Va.","Bethany, Bethany-WV, Bethany (WV), Bethany, WV, Bethany WV, Bethany, W.Va., Bethany (West Virginia), "
S00164,"Bethel, Ind.","Bethel College (IN), Bethel (IN), "
S00165,"Bethel, Kan.","Bethel (Kansas), Bethel KS, Bethel, Kans., "
S00166,"Bethel, Minn.","Bethel (Minn.), Bethel, MN, Bethel MN, Bethel, Bethel College, "
S00167,Bethel (TN),"Bethel TN, Bethel Tennessee, Bethel, Tenn., "
S00168,Bethune-Cookman,"Bethune-Cook, Bethune Cookman, "
S00169,Binghamton,"Binghamton-NY, "
S00170,Bingham,
S00171,Biola,"Biola University, Biola (Calif.), "
S00172,Birmingham High,
S00173,Birmingham South.,"Birmingham Southern, Birmingham Sou, Birmingham So, "
S00174,Bishop,
S00175,Black Hills St.,"Black Hills St, Black Hills State, "
S00176,Blackburn,
S00177,Blackland Field,
S00178,Bloomfield,"Bloomfield College, Bloomfield (NJ), "
S00179,Bloomsburg,"Bloomsburg at, Bloomsb'g, Bloomburg, "
S00180,Bluefield VA,"Bluefield, "
S00181,Bluefield WV,"Bluefield College, Bluefield Col., Bluefield Coll., Bluefield St WV, Bluefield Univ, Bluefield St., Bluefield State, "
S00182,Bluffton,
S00183,Bogue Field,
S00184,Boise St.,"Boise St, Boise State, "
S00185,Bolling AFB,
S00186,Boston A.C.,
S00187,Boston College,"Boston Coll, "
S00188,Boston Engl. High,"Boston English High, "
S00189,Boston Latin High,
S00190,Boston U.,"Boston Univ, Boston University, Boston U, Boston, "
S00191,Boulder High,
S00192,Bowdoin,
S00193,Bowie St.,"Bowie St, Bowie State, "
S00194,Bowling Green,"Bowling Grn, Bowling Green State, "
S00195,Bradford,
S00196,Bradley,
S00197,Brandeis,
S00198,Bremerton Navy,
S00199,Brescia,"Brescia (Ky.), "
S00200,Brevard,"Brevard College, Brevard, N.C., "
S00201,Brewton-Parker,"Brewton Parker College, Brewton-Parker Barons, "
S00202,Briarcliffe (NY),"Briar Cliff College, Briarcliffe, Briarcliffe College, "
S00203,Briar Cliff (IA),"Briar Cliff, Briar Cliff (Iowa), "
S00204,Bridgeport,
S00205,"Bridgewater,Mass.","Bridgewater (MA), Bridgewater, MA, Bridgewater MA, Bridgewater, Mass., Bridgewater St., Mass., Bridgewater State, Bridgewater St MA, Bridgewater St, "
S00206,"Bridgewater,Va.","Bridgewater, Bridgewater-VA, Bridgewater (VA), Bridgewater, VA, Bridgewater VA, Bridgewater, Va., "
S00207,Brigham Young,"Brigham Young U., BYU, B-Y-U, "
S00208,Brit Columbia,"British Columbia, "
S00209,Britannia,
S00210,Brockport St.,"Brockport St, Brockport, Brockport State, SUNY-Brockport, "
S00211,Brooklyn,"Brooklyn Col, Brooklyn College, "
S00212,Brown,
S00213,Bryan Field,
S00214,Bryant College,"Bryant, "
S00215,Bryan,"Bryan College, "
S00216,Bryson,
S00217,Bucknell,
S00218,Buena Vista,
S00219,Buffalo St.,"Buffalo St, Buffalo State, "
S00220,Buffalo,
S00221,Bunker Hill CC,"Bunker Hill Community College, Bunker Hill, "
S00222,Bunker Hill Navy,
S00223,Burleson,
S00224,Burlingame,
S00225,Butler YMCA,
S00226,Butler,
S00227,Butte A.C.,
S00228,C.M.T.S.,
S00229,CO College Alumni,"Colorado College Alumni, "
S00230,CO Springs Field,"Colorado Springs Field, "
S00231,CO Springs High,"Colorado Springs High, "
S00232,CSU Maritime,"CSU Maritime Academy, Cal Maritime, California Maritime, Cal State Maritime, "
S00233,CSU-Bakersfield,"Cal State-Bakersfield, CS Bakersfield, Cal St. Bakersfield, "
S00234,CS Dom. Hills,"CSU-DominguezHill, Cal St DomHill, Cal St. Dominguez Hill, Cal State Dominguez Hills, CS Dominguez Hills, CSU-Dominguez Hills, Cal State-Dominiguez Hills, Cal St Dominguez Hills, Cal St.-Dom. Hills, "
S00235,CSU-Fullerton,"Fullerton State, CS Fullerton, Cal St. Fullerton, Cal State Fullerton, "
S00236,CSU-East Bay,"CSU-Hayward, Cal State-Hayward, Cal St Hayward, Cal St. Hayward, Cal State-East Bay, California State-East Bay, Cal St. East Bay, "
S00237,CSU-Los Angeles,"Cal State-Los Angeles, Cal State L.A., Cal St. LA, Cal St. Los Angeles, "
S00238,CSU-Monterey Bay,"Cal State-Monterey Bay, Cal State-Monterey, Cal St MonBay, Cal St. Monterey Bay, Cal St. MonBay, CS Monterey Bay, Cal-Monterrey, "
S00239,CSU-Northridge,"Northridge State, Cal State-Northridge, CS-Northrdge, California St-Northridge, CS-Northridge, Cal St. Northridge, Northridge, "
S00240,CSU-SanBernardino,"CSU-San Bernardino, Cal State-San Bernardino, CS San Bernardino, Cal St. San Bdino, Cal St. San Bernadino, Cal St. San Bernardino, Cal St.-San Bern., CS San Bern., "
S00241,Stanislaus St,"CSU-Stanislaus, Cal State-Stanislaus, CS Stanislaus, Cal St. Stanislaus, Stanislaus State, "
S00242,Cabrini,
S00243,Cal Baptist,"Calif. Baptist, California Baptist, CA Baptist, "
S00244,Cal Lutheran,"California Lutheran, "
S00245,Cal Poly-Pomona,"California Poly Pomona, CS Poly Pomona, "
S00246,Cal Poly-SLO,"Cal Poly SLO, Cal Poly-San Luis Obispo, California Polytechnic, CS-San Luis Obispo, Cal Poly, "
S00247,Cal Santa Barbara,"Santa Barbara, UC Santa Barbara, UCSB, California-Santa Barbara, UC Santa Barb., "
S00248,Cal Santa Cruz,"UC Santa Cruz, California-Santa Cruz, "
S00249,Caldwell,
S00250,Calif. All-Stars,"California All-Stars, "
S00251,California Tech,CalTech
S00252,"California, Pa.","California (Pa), California (Pa.), California, PA, California PA, California (Pennsylvania), California (Penn.), "
S00253,California,"California Berkeley, Cal, "
S00254,Caltech,
S00255,Calumet,"Calumet College of St. Joseph, CCSJ, Calumet (IN), Calumet (Ind.), Calumet College, Calumet-St. Joseph, Calumet Col., "
S00256,Calvary Bible,"Calvary, "
S00257,Calvin,
S00258,Cameron,
S00259,Camp Adams,
S00260,Camp Baker,
S00261,Camp Beale,
S00262,Camp Benning,
S00263,Camp Blanding,
S00264,Camp Bragg,
S00265,Camp Davis,
S00266,Camp Des Moines,
S00267,Camp Devens,
S00268,Camp Dodge,
S00269,Camp Doniphan,
S00270,Camp Douglas,
S00271,Camp Funston,
S00272,Camp Gordon,
S00273,Camp Grant,
S00274,Camp Greene,
S00275,Camp Greenleaf,
S00276,Camp Griffin,
S00277,Camp Haan,
S00278,Camp Hancock,
S00279,Camp Harrison,
S00280,Camp Humphreys,
S00281,Camp Jackson,
S00282,Camp Kilmer,
S00283,Camp Lee,
S00284,Camp Lejeune,
S00285,Camp Logan,
S00286,Camp Lyons,
S00287,Camp Mabry,
S00288,Camp MacAurthur,
S00289,Camp MacDowell,
S00290,Camp McColl,
S00291,Camp McPherson,
S00292,Camp Oglethorpe,
S00293,Camp Pendleton,
S00294,Camp Perry,
S00295,Camp Pickett,
S00296,Camp Pike,
S00297,Camp Polk,
S00298,Camp Riley,
S00299,Camp Russell,
S00300,Camp Sevier,
S00301,Camp Shelby,
S00302,Camp Sheridan,
S00303,Camp Sherman,
S00304,Camp Taylor,
S00305,Camp Travis,
S00306,Camp Wadsworth,
S00307,Campbellsville,"Campbellsville Somerset, Campbellsville Harrods, Campbellsville University Harrodsburg, Campbellsville Harrodsburg, Campbellsville H'burg, Campbellsville KY, "
S00308,Campbell,
S00309,Campello,
S00310,Canada All-Stars,
S00311,Canisius,
S00312,Capital,
S00313,Cardinal Stritch,"Card Stritch, "
S00314,Carleton ON,"Carleton-St. Olaf, "
S00315,Carleton,"Carleton College, Carleton MN, "
S00316,Carlisle,
S00317,Carlstrom Field,
S00318,Carnegie-Mellon,"Carnegie Mellon, Carnegie Tech, "
S00319,Carroll (MT),"Carroll, Mont., Carroll (Montana), "
S00320,Carroll (WI),"Carroll, Wis., Carroll (Wisc), Carroll, WI, Carroll WI, Carroll, "
S00321,Carruthers Field,
S00322,Carson-Newman,"Carson Newman, "
S00323,Carswell AFB,
S00324,Carthage,"Carthage College, "
S00325,Carver Bible,"Carver (GA), Carver, Carver Bible College, "
S00326,Casa Blanca,"Casa Blanca Indians, "
S00327,Cascade,
S00328,Case Reserve,"Case Western, Case Western Reserve, CWRU, "
S00329,Case,
S00330,Castle Heights,
S00331,Castleton State,"Castleton St., Castleton State (VT), Castleton, VTSU Castleton, "
S00332,Catawba,"Catawba College, "
S00333,Catholic U.,"Catholic, Catholic U, "
S00334,Cazenovia,
S00335,Cedar Falls,"Cedar Falls Teachers, "
S00336,Cedarville,
S00337,Cent. Arkansas,"Cntl Arkansas, Central Arkansas, Cent Arkansas, Univ. of Central Arkansas, Central Ark., "
S00338,UCF,"Cent. Florida, Central Florida, Central FL, Central Flor, Central Fla, "
S00339,Cent. MaineTech,"Central Maine Tech, Central Maine CC, "
S00340,Cent. Methodist,"Central Methodist, Cent Methodist, "
S00341,Cent. Michigan,"Central Michigan, Central Mich, C. Michigan, "
S00342,Cent. Missouri,"Central Missouri State, Central Mo. State, Cent Missouri, Central Missouri St, CentralMissouri, C. Missouri St., Central Missouri State U., C Missouri, Central Mo., "
S00343,Cent. Oklahoma,"Central Oklahoma, Cent Oklahoma, Central St. Oklahoma, C Oklahoma, Central Okla, "
S00344,Central St. OH,"Central State, Central State (OH), Central St.(Ohio), Cent. St., Ohio, Central St-Ohio, Central State-Ohio, Central St, "
S00345,Cent. Washington,"Central Wash, Central Washington, Central Wash., Cent Washington, C Washington, "
S00346,Centenary (LA),"Centenary, "
S00347,Centenary (NJ),"Centenary (N.J), Centenary College, "
S00348,Centerville,"Centerville (Butte), "
S00349,Central (Iowa),"Central College, Cent. Iowa, Central Iowa, Central, Iowa, Central(IA), Central, "
S00350,Central (KY),"Central (Kentucky), "
S00351,Central Bible,"Central Bible (Mo.), "
S00352,Central Baptist,"Central Baptist College, Central Bap, Central Baptist (Ark.), "
S00353,Central Christian,"Central Christian (KS), Central Christian (Kan.), "
S00354,Central Conn. St.,"Cent. Connecticut St., Central Connecticut, Central Connecticut State, Cnt Conn St, Central Conn., Central Connecticut St., CentralConnState, Cent Conn, Cent. Conn. St., "
S00355,Centre,"Centre College, "
S00356,Chadron St.,"Chadron St, Chadron State, Chadron State College, Chaldron State, "
S00357,Chamberlain Hunt,
S00358,Chaminade,
S00359,Chanute Field,
S00360,Chapman,
S00361,Charleston (WV),"Charleston (W.Va.), "
S00362,Charleston CstGrd,"Charleston Coast Guard, "
S00363,Charleston Navy,
S00364,Charleston South.,"Charleston Southern, Char Southern, Charleston So., Charleston Sou, "
S00365,Charlotte,"UNC Charlotte, "
S00366,Chatham Field,
S00367,Chemawa,
S00368,CherryPnt Marines,"Cherry Point Marines, "
S00369,Cheyenne High,
S00370,Cheyney,"Cheyney State, CheyneySt, "
S00371,Chi. Dining Club,"Chicago Dining Club, "
S00372,Chicago A.C. 2nds,"Chicago A.C. Seconds, "
S00373,Chicago A.C.,
S00374,Chicago Alumni,
S00375,Chicago College,
S00376,Chicago Dental,
S00377,Chicago Medical,
S00378,Chicago Reserves,
S00379,Chicago State,"Chicago St., "
S00380,Chicago Univ Club,"Chicago University Club, "
S00381,Chicago YMCA,
S00382,Chicago,"UChicago, "
S00383,Chick Springs Mil,"Chick Springs Military, "
S00384,CS Chico,"Chico State, Cal State Chico, Chico St., CSU-Chico, Cal St. Chico, "
S00385,Chilocco,
S00386,Chowan,
S00387,Christ. Heritage,"Christian Heritage, Chr Heritage, "
S00388,Christian Bros.,"ChristianBrothers, Chr Brothers, "
S00389,Christphr Newport,"Christopher Newport, Chris. Newport, C Newport, "
S00390,Cinc.-Clermont,"Cincinnati-Clermont, UC Clermont, Cin Clermont, "
S00391,Cincinnati,
S00392,Citadel,"The Citadel, Citadel, The, "
S00393,City College NY,"City College of New York, CCNY, City Col NY, CC of New York, City College of New Yo, City College of New, "
S00394,Claflin,
S00395,Claremont-Mudd,"Claremont-Mudd-Sc, Claremont-Mudd-Scripps, Claremont, Claremont-MS, "
S00396,Clarion,"Clarion (PA), ClarionSt, "
S00397,Clark Atlanta,"Clark (GA), "
S00398,Clarke College,"Clarke, Clarke (IA), Clarke University, "
S00399,Clarkson,
S00400,Clark,"Clark (MA), Clark (Mass.), Clark U., "
S00401,Clayton State,"Clayton C&S, Clayton College & State, Clayton St, "
S00402,Clemson Freshmen,
S00403,Clemson,
S00404,Cleveland St.,"Cleveland State, "
S00405,Coast Guard,"US Coast Guard, U.S. Coast Guard Academy, "
S00406,Coastal Carolina,"Coast Carolina, Coastal Car, Coastal Caro., "
S00407,Coe,"Coe College, "
S00408,Coker,
S00409,Charleston,"Col. Charleston, Charleston (SC), Col of Charleston, College of Charleston, Coll of Charltn, Coll of Charleston, College of Charlesto, "
S00410,Colby-Sawyer,
S00411,Colby,
S00412,Colgate,
S00413,College of Ozarks,"College of the Ozarks, Ozarks (Mo.), "
S00414,Colorado Alumni,
S00415,UCCS,"Colorado CS, Col. Colorado Springs, Colorado-Colorado Springs, CU-Colorado Springs, Col Springs, Colorado Colo Springs, Colo.-Colorado Springs, UC-Colo. Spgs., Colo.-Colo. Springs, "
S00416,Colorado Chr.,"Colorado Chr, Colorado Christ., Colorado Christian, Colo. Christian, "
S00417,Colorado Col.,"Colorado College, Colorado Col, "
S00418,Colorado Mines,"Colorado School of Mines, Colo. School of Mines, Colo. Sch. of Mines, "
S00419,Colorado St Frosh,"Colorado State Freshmen, "
S00420,Colorado St.,"Colorado State, Colorado St, Colorado State College, "
S00421,CSU-Pueblo,"Southern Colorado, Colorado State-Pueblo, Colorado St-Pueblo, Colorado-Pueblo, "
S00422,Colorado,
S00423,Columbia (Dubg),
S00424,Columbia (Oregon),
S00425,Columbia A.C.,
S00426,Columbia Alumni,
S00427,Columbia College,"Columbia College (MO), Columbia (MO), "
S00428,Columbia Law,
S00429,WA Adventist,"Columbia Union, Columbia Union College, Washington Adventist, Washington Advt, "
S00430,Columbia YMCA,
S00431,Columbia,"Columbia, N.Y., "
S00432,Columbus State,"Columbus St., "
S00433,Comp. I Marinette,"Company I Marinette, "
S00434,Concordia (AL),"Concordia (Ala.), Concordia-Selma, Concordia College Alabama, "
S00435,Concordia (CA),"Concordia (Calif.), Concordia-Irvine, Concordia (Cal.), "
S00436,Concordia (IL),"Concordia, Ill., Concordia (Ill.), Concordia, IL, Concordia IL, Concordia-Chicago, "
S00437,Concordia (MI),"Concordia (Mich.), Concordia, Ann Arbor, Concordia College (M, "
S00438,Concordia (MN),"Concordia, St.P., Concordia-St.Paul, Concordia StP, Concordia, St. Paul, Concordia, Saint Paul, Concordia,MN, Concordia SP, Concordia University S, Concordia College MN, "
S00439,Concordia (MO),"Concordia Seminary, Concordia-St. Louis, Concordia Seminary St. Louis, "
S00440,Cncrdia-Mhd,"Concordia (Mhead), Concordia, Moor., Concordia(Moorhd), Concordia, Moorhead, Concordia Mhead, Concordia Mhd, Concordia (Minn.), "
S00441,Concordia (NE),"Concordia, Neb., Concordia (NEB), Concordia NE, Concordia-Nebraska, "
S00442,Concordia (NY),"Concordia, NY, Concordia (N.Y.), Concordia College NY, "
S00443,Concordia (OR),"Concordia (Ore.), Concordia-Portland, Concordia University, "
S00444,Concordia (TX),"Concordia (Texas), Concordia-Austin, "
S00445,Concordia (WI),"Concordia, Wis., Concordia (Wisc), Concordia, WI, Concordia WI, Concordia University W, Concordia Wisconsin, "
S00446,Concord,"Concord College, "
S00447,Connecticut Coll,"Connecticut College, CT College, "
S00448,Connecticut,"UConn, "
S00449,Conway Hall,
S00450,Cooper Union,"CooperUnion, "
S00451,Coppin State,"Coppin St., "
S00452,Cornell (IA),"Cornell, Iowa, Cornell (Iowa), Cornell, IA, Cornell IA, Cornell College, "
S00453,Cornell,"Cornell, N.Y., "
S00454,Cornerstone,
S00455,Corpus ChristiNAS,"Corpus Christi NAS, Corpus Christ NAS, "
S00456,Corpus Christi,
S00457,Cortland St.,"Cortland St, Cortland, Cortland State, SUNY-Cortland, "
S00458,Covenant,
S00459,Creighton,
S00460,Crescent A.C.,
S00461,Chrichton,"Crichton, "
S00462,Crown,"Crown, Minn., Crown,MN, Crown College, "
S00463,Culver-Stockton,"Culver-Stockton MO, "
S00464,Culver,
S00465,Cumberland (KY),"Cumberland KY, Cumberland, Cumberlands, Cumberland University, Cumberland Universit, Cumberland, Ky., Cumberlands (Ky.), "
S00466,"Cumberland, Tenn.","Cumberland-TN, Cumberland (TN), Cumberland TN, Cumberland College, "
S00467,Curry,"Curry College, "
S00468,Curtis Bay CstGrd,"Curtis Bay Coast Guard, "
S00469,D'Youville,"D'Youville College, DYouville, "
S00470,D.C.,"District of Columbia, DC, UDC, Dist. Columbia, "
S00471,Daemen,"Daemen College, Daemen (NY), "
S00472,Dahlonega,
S00473,Dakota St.,"Dakota St, Dakota State, Dakota State SD, "
S00474,Dakota Wesleyan,"Dakota Weslyn, South Dakota Wesleyan, Dakota Wesleyan SD, "
S00475,Dalhart Field,
S00476,Dallas,"University of Dallas, Dallas Univ, "
S00477,Dallas Baptist,"Dallas Bap, DBU, "
S00478,Dallas Christian,"Dallas Chr, Dallas Christian College, "
S00479,Dana,"Dana College, "
S00480,Daniel Baker,
S00481,Daniel Field,
S00482,Daniel Webster,
S00483,Dartmouth,
S00484,Davidson,
S00485,Davis & Elkins,"Davis and Elkins, "
S00486,Dayton,
S00487,DePaul,
S00488,DePauw,
S00489,DeSales,
S00490,Dean Academy,"Dean College, Dean, "
S00491,Decatur Baptist,
S00492,Defiance,"Defiance College (OH), "
S00493,Del Monte Pre-Fl,"Del Monte Pre-Flight, "
S00494,Delaware St.,"Delaware St, Delaware State, "
S00495,Delaware Val.,"Delaware Valley, "
S00496,Delaware,
S00497,Delta St.,"Delta St, Delta State, "
S00498,Denison,
S00499,Denver A.C.,
S00500,Denver Alumni,
S00501,Denver Freshmen,
S00502,Denver ManualHigh,
S00503,Denver,
S00504,Des Moines,
S00505,DesMoines Baptist,
S00506,Detroit A.C.,
S00507,Detroit Independ.,"Detroit Independents, "
S00508,Detroit Mercy,"Detroit, "
S00509,Dickinson St.,"Dickinson St, Dickinson State, Dickinson St., N.D., Dickinson State ND, "
S00510,DickinsonSeminary,
S00511,Dickinson,"Dickinson, Pa., DickinsonCol, "
S00512,Dillard,
S00513,Utah Tech,"Dixie State, Dixie, Dixie St., "
S00514,Dixon,
S00515,Doane,"Doane NE, "
S00516,Dominican (CA),"Dominican (Calif.), Dominican (Cal.), Domincan (Calif.), Domincian (Calif.), "
S00517,Dominican (IL),"Dominican (Ill.), "
S00518,Dominican College,"Dominican (NY), Domincan (NY), Dominican College NY, "
S00519,Dordt,"Dordt IA, "
S00520,Dowling,
S00521,Drake Alumni,
S00522,Drake,
S00523,Drew,
S00524,Drexel,
S00525,Drury,
S00526,Dubuque,
S00527,Duke,
S00528,Duquesne A.C.,
S00529,Duquesne Country,"Duquesne Country & Ag., "
S00530,Duquesne,
S00531,Durant Teachers,
S00532,E. Cent. Oklahoma,"East Central Oklahoma, E. Central Okla., E. Central U., East Central U, East Central (Okla.), East Central, East Central OK, "
S00533,E. Connecticut St,"Eastern Connecticut, E. Connecticut, Eastern Connecticut State, "
S00534,E. Illinois,"Eastern Illinois, Eastern IL, Eastern Ill, "
S00535,E. Kentucky,"Eastern Kentucky, Eastern KY, "
S00536,E. Maine CC,"E. Mainetech, Eastern MaineTech, Eastern Maine Tech, Eastern Maine CC, "
S00537,E. Michigan,"Eastern Michigan, Eastern Mich, "
S00538,E. Nazarene,"Eastern Nazarene, "
S00539,E. New Mexico,"Eastern New Mexico, East. New Mexico, E New Mexico, Eastern NM, "
S00540,E. Oregon,"E Oregon St, Eastern Oregon, Eastern Ore., "
S00541,E. Syracuse A.A.,"East Syracuse A.A., "
S00542,E. Tennessee St.,"E. Tennessee State, East Tennessee St., East TN State, East Tenn St, East Tennessee State, East Tenn. State, East Tennessee, ETSU, "
S00543,E. Texas Baptist,"East Texas Baptist, E Texas Bap, East Tex Baptist, "
S00544,E. Washington,"Eastern WA, Eastern Wash, Eastern Washington, East. Washington, "
S00545,Earlham,
S00546,East Arizona J.C.,"Eastern Arizona J.C., "
S00547,East Carolina,"Est Carolina, "
S00548,East Denver High,
S00549,East Stroudsburg,"E Stroudsburg, "
S00550,East-West (IL),"East-West University, East/West, East-West U., "
S00551,Eastern (VA),"Eastern (Virginia), Eastern, Eastern College, Eastern Univ, Eastern U, "
S00552,E Mennonite,"Eastern Mennonite, "
